Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.839837551,-0.2600698,-0.7192628,0.2132234,0.4159923,-0.04827008,0.9065848,-22.03048,6.968436,-63.20826,1008.886
0.844767570,-0.1988458,-0.6592742,0.1523007,0.4198883,-0.04825855,0.9113499,-22.03048,6.968436,-63.20826,1008.886
0.849698067,-0.3825178,-0.7792514,0.2132234,0.4218156,-0.04582842,0.9118515,-22.03048,6.968436,-63.20826,1008.886
0.854628086,-0.3825178,-0.6592742,0.09137797,0.4121156,-0.04639323,0.9175901,-22.03048,6.968436,-63.20826,1008.886
0.859558105,-0.1376218,-0.83924,0.1523007,0.425197,-0.04194734,0.9157077,-22.03048,6.968436,-63.20826,1008.886
0.864488602,-0.1376218,-0.8992285,0.09137797,0.4116143,-0.04685334,0.9085183,-22.03048,6.968436,-63.20826,1008.886
0.869418621,-0.3212938,-0.8992285,0.03045522,0.4154909,-0.04489838,0.9104425,-22.03048,6.968436,-63.20826,1008.886
0.874348640,-0.07639774,-0.9592171,0.03045522,0.4261603,-0.04288723,0.9085366,-21.33694,6.972631,-62.78224,1008.886
0.879283905,-0.1376218,-0.5992857,0.3959917,0.4295635,-0.04765843,0.893681,-21.33694,6.972631,-62.78224,1008.886
0.884209156,-0.01517372,-0.7792514,-0.2132357,0.419854,-0.04246211,0.9142802,-21.33694,6.972631,-62.78224,1008.886
0.889139175,-0.1988458,-1.019206,-0.09139025,0.4247377,-0.04773569,0.9089607,-21.33694,6.972631,-62.78224,1008.886
0.894069672,-0.07639774,-0.83924,0.2132234,0.4237304,-0.03907004,0.9209932,-21.33694,6.972631,-62.78224,1008.886
0.898999691,-0.01517372,-0.7192628,-0.152313,0.4218518,-0.04635878,0.9275941,-21.33694,6.972631,-62.78224,1008.886
0.903929710,0.1684983,-0.7792514,0.1523007,0.409194,-0.04640258,0.9142548,-21.33694,6.972631,-62.78224,1008.884
0.908859730,-0.1376218,-0.4193199,-0.152313,0.409662,-0.04781105,0.9008752,-21.33694,6.972631,-62.78224,1008.884
0.913790226,0.04605031,-0.4193199,-0.03046751,0.4164519,-0.04535593,0.9037541,-21.33694,6.972631,-62.78224,1008.884
0.918720245,0.1072743,-0.7792514,-0.03046751,0.4096424,-0.0444305,0.9028231,-21.33694,6.972631,-62.78224,1008.884
0.923649788,-0.2600698,-0.5992857,0.1523007,0.4154838,-0.04345138,0.9118908,-21.71858,6.215197,-63.58191,1008.884
0.928580761,-0.1988458,-0.8992285,-0.03046751,0.4106684,-0.04785408,0.917576,-21.71858,6.215197,-63.58191,1008.884
0.933510780,-0.1376218,-0.8992285,-0.03046751,0.4140663,-0.04974401,0.9099121,-21.71858,6.215197,-63.58191,1008.884
0.938440323,-0.01517372,-0.5992857,0.03045522,0.4155244,-0.04829871,0.9151756,-21.71858,6.215197,-63.58191,1008.884
0.943371296,-0.1376218,-0.6592742,0.09137797,0.4135875,-0.04975711,0.9132535,-21.71858,6.215197,-63.58191,1008.888
0.948301315,-0.1988458,-0.83924,-0.03046751,0.4145084,-0.04488925,0.9051948,-21.71858,6.215197,-63.58191,1008.888
0.953230858,-0.07639774,-0.539297,0.03045522,0.4154921,-0.04394219,0.9142714,-21.71858,6.215197,-63.58191,1008.888
0.958161831,0.1684983,-0.9592171,0.03045522,0.4170188,-0.05121556,0.9232521,-21.71858,6.215197,-63.58191,1008.888
0.963091850,-0.01517372,-0.7192628,0.03045522,0.4077896,-0.05175597,0.9218315,-21.71858,6.215197,-63.58191,1008.888
0.968021393,0.1072743,-1.019206,0.03045522,0.4029545,-0.05134101,0.9342535,-21.71858,6.215197,-63.58191,1008.888
0.972952366,0.1684983,-1.739069,-0.3350812,0.4057702,-0.04064412,0.9224405,-21.72033,6.969339,-63.21416,1008.888
0.977882385,0.04605031,-1.619091,-0.03046751,0.4323598,-0.02879158,0.9000972,-21.72033,6.969339,-63.21416,1008.888
0.982811928,-0.1988458,-1.079194,0.2741462,0.4440706,-0.03980542,0.8880175,-21.72033,6.969339,-63.21416,1008.888
0.987742901,0.1072743,-0.83924,0.4569144,0.4334749,-0.04814761,0.9041672,-21.72033,6.969339,-63.21416,1008.888
0.992672443,0.1684983,-0.7192628,0.1523007,0.4156169,-0.06088309,0.9174166,-21.72033,6.969339,-63.21416,1008.888
0.997602463,-0.07639774,-0.7792514,-0.152313,0.4121391,-0.04977944,0.917551,-21.72033,6.969339,-63.21416,1008.888
1.004997730,0.04605031,-1.079194,-0.2741585,0.4163516,-0.02797084,0.9139764,-21.72033,6.969339,-63.21416,1008.888
