Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
1.054295540,0.7926426,0.4918748,-0.3430538,-0.4307347,0.8622609,0.2416879,0.4172461,-0.04477303,0.9006009
1.059226036,0.7927149,0.4916326,-0.3432341,-0.4304646,0.8623975,0.2416816,0.4173878,-0.04480054,0.9005345
1.064156055,0.7927861,0.4914028,-0.3433966,-0.4302107,0.8625261,0.2416711,0.4175125,-0.04482683,0.9004751
1.069086075,0.7928139,0.4912598,-0.3435366,-0.4300555,0.8626078,0.2416542,0.4176194,-0.04481313,0.9004263
1.074016571,0.7928699,0.491084,-0.3436591,-0.4298799,0.8627088,0.241606,0.4176941,-0.04479579,0.9003929
1.078946590,0.7928862,0.4909952,-0.3437481,-0.4297869,0.8627601,0.2415878,0.4177586,-0.04477897,0.900364
1.083876610,0.7929441,0.4908266,-0.3438542,-0.4296092,0.8628548,0.2415632,0.4178306,-0.0447889,0.90033
1.088807106,0.7929804,0.4907185,-0.3439245,-0.4294962,0.862916,0.2415449,0.4178776,-0.04479178,0.9003082
1.093737125,0.7930055,0.4906412,-0.3439769,-0.4294165,0.86296,0.2415295,0.417912,-0.04479042,0.9002924
1.098667145,0.7929543,0.4906933,-0.3440221,-0.429465,0.8629329,0.2415417,0.4179604,-0.04475155,0.9002724
1.103597641,0.7929147,0.4906729,-0.3441425,-0.4294356,0.8629468,0.2415434,0.4180659,-0.0447016,0.9002259
1.108527660,0.7928711,0.4906556,-0.3442681,-0.4294094,0.8629594,0.2415446,0.4181758,-0.04464683,0.9001777
