Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.991398811,0.6674391,0.05390009,0.7351007,0.5645185,0.5981436,-0.559253,-0.4739169,0.792805,0.3709663
0.996473789,0.6673975,0.0539768,0.7351338,0.5645508,0.5980856,-0.5592836,-0.4739385,0.7928444,0.3708568
1.001549721,0.6673441,0.05406451,0.7351756,0.5645997,0.598004,-0.5593213,-0.473955,0.7928999,0.3707174
1.006625652,0.6672856,0.05415463,0.7352224,0.5646564,0.597915,-0.5593597,-0.4739702,0.7929612,0.370568
1.011701584,0.6672288,0.05423644,0.7352681,0.56471,0.5978352,-0.5593913,-0.4739866,0.7930161,0.3704309
1.016777039,0.66716,0.05431822,0.7353247,0.5647902,0.5977265,-0.5594273,-0.4739884,0.793093,0.3702655
1.021852970,0.6670898,0.05439457,0.7353833,0.5648767,0.5976133,-0.5594617,-0.4739848,0.7931736,0.370099
1.026928902,0.6670179,0.05446902,0.7354434,0.5649661,0.5974987,-0.5594946,-0.4739801,0.7932553,0.3699315
1.032004833,0.6669367,0.0545356,0.7355127,0.5650645,0.5973873,-0.5595152,-0.473978,0.7933354,0.3697644
1.037080288,0.6668642,0.05459952,0.7355736,0.5651506,0.5972861,-0.5595363,-0.4739774,0.7934072,0.3696118
1.042156219,0.6667974,0.05466884,0.7356293,0.5652273,0.59719,-0.5595621,-0.4739803,0.7934753,0.3694633
1.047232151,0.6667304,0.05473009,0.7356855,0.5653039,0.5970997,-0.5595811,-0.4739831,0.793539,0.3693235
1.052308083,0.6666726,0.05479202,0.7357336,0.5653635,0.5970267,-0.5595993,-0.4739939,0.79359,0.3692011
1.057383537,0.6666188,0.05484751,0.7357792,0.5654169,0.5969648,-0.5596126,-0.4740072,0.7936336,0.3690925
1.062459469,0.6665639,0.05490074,0.7358245,0.5654684,0.5969067,-0.5596221,-0.4740224,0.7936733,0.3689874
1.067535400,0.666515,0.05494303,0.7358661,0.5655092,0.5968691,-0.5596216,-0.4740433,0.793699,0.3689065
1.070073605,0.6664957,0.0549528,0.7358829,0.5655316,0.5968486,-0.5596209,-0.4740437,0.7937138,0.3688743
