Time (s),Roll (deg),Pitch (deg),Yaw (deg)
5.881148815,75.83574,2.243158,-105.8799
5.901451111,75.83294,2.241962,-105.8788
5.921754360,75.82402,2.239244,-105.8728
5.942057133,75.82235,2.234542,-105.861
5.962359905,75.81999,2.227264,-105.8379
5.982663155,75.82304,2.220307,-105.8057
6.000427723,75.82133,2.213137,-105.7728
6.020730972,75.81995,2.204188,-105.7296
6.041029453,75.81662,2.201351,-105.68
6.061332702,75.81943,2.195046,-105.6274
6.081635952,75.82159,2.193786,-105.5778
6.101938247,75.82586,2.197274,-105.5273
6.122241497,75.83049,2.191259,-105.4814
6.142544269,75.83464,2.198657,-105.4416
6.160309315,75.83445,2.201551,-105.4139
6.180612564,75.83395,2.206749,-105.3904
6.200914860,75.83368,2.211346,-105.3709
6.221218109,75.83348,2.215264,-105.3554
6.241516590,75.8367,2.214945,-105.3448
6.261819839,75.84229,2.214398,-105.3371
6.282123089,75.84348,2.213489,-105.3332
6.302425861,75.83464,2.21048,-105.3287
6.320190906,75.82964,2.208921,-105.3207
6.340494156,75.83346,2.204415,-105.3045
6.360796451,75.83558,2.197891,-105.2872
6.381099701,75.8315,2.194675,-105.2676
6.401443004,75.8247,2.190716,-105.249
6.421745300,75.82446,2.183125,-105.2264
6.442044735,75.82652,2.174677,-105.1945
6.462347031,75.82616,2.170547,-105.1593
6.482650280,75.82668,2.168612,-105.1257
6.500415802,75.82743,2.168667,-105.0966
6.520718098,75.83448,2.161938,-105.0572
6.541021347,75.84212,2.152342,-105.0209
6.561323643,75.84503,2.153726,-104.9876
6.581626892,75.84296,2.152253,-104.9578
6.601930141,75.83936,2.152931,-104.9281
6.622232914,75.83844,2.148842,-104.896
6.642531872,75.84042,2.151916,-104.8662
6.660296917,75.83677,2.157564,-104.846
6.680599689,75.83352,2.157012,-104.8271
6.700902939,75.83262,2.155811,-104.8096
6.721205234,75.83047,2.151701,-104.7912
6.741508484,75.82963,2.150949,-104.7688
6.761811256,75.82713,2.14836,-104.7495
6.782114029,75.8252,2.149915,-104.7308
6.802417278,75.82394,2.153886,-104.7118
6.820181847,75.82304,2.157454,-104.6911
6.840481281,75.82375,2.161436,-104.6709
6.860783577,75.82995,2.159842,-104.6517
6.881086826,75.83226,2.15572,-104.632
6.901390076,75.82845,2.155614,-104.608
