Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT)
3.202549458,2.182547,0.9920885,38.05722
3.207574368,1.842354,0.9989076,38.05722
3.212598801,1.918307,0.9919702,38.05722
3.217622757,1.994697,0.9943518,38.05722
3.222648144,1.867472,0.9902107,38.05722
3.227672100,1.758467,0.9902372,38.05722
3.232696533,1.674706,0.992454,38.05722
3.237721443,1.708428,1.00132,38.05722
3.242745876,1.5893,0.9987009,38.05722
3.247770786,1.593722,0.9925197,38.05722
3.252795219,1.51007,0.9993064,38.05722
3.257820129,1.630547,0.9917713,38.05722
3.262844563,1.336542,0.9941447,38.05722
3.267867088,1.619159,0.990356,38.05722
3.272889614,1.471497,0.993967,38.05722
3.277914524,1.340864,0.9949812,38.05722
3.282938957,1.280959,0.9936165,38.05722
3.287963867,1.297013,0.9945866,38.05722
3.292993069,1.377369,0.9934045,38.05722
3.298013210,1.112286,0.9905397,38.05722
3.303037644,0.8169832,0.9928172,37.69557
3.305550098,0.7357426,0.9948308,37.69557
